date,description,merchant,amount,category
2023-09-16,BSNL FTTH 10122,BSNL,2347.0,Utilities
2023-09-17,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2023-09-18,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2023-09-18,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2024-09-19,Uber Auto 10181,Uber,147.0,Transport
2023-09-20,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2024-09-21,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-09-21,UPI to Friend 10184,Miscellaneous,6500.0,Miscellaneous
2023-09-22,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2025-09-23,Order Dunzo 10039,Dunzo,1065.0,Groceries
2023-09-24,Uber Trip 10187,Uber,292.0,Transport
2024-09-24,Amazon.in Order AMZ10007,Amazon,570.0,Shopping
2024-09-25,AIRTEL BROADBAND FTTH 10101,Airtel Broadband,1413.0,Utilities
2024-09-26,CMRL TOPUP 10036,Chennai Metro,286.0,Transport
2023-09-27,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2023-09-28,Doctor Visit,Local Clinic,1236.0,Health
2024-09-28,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2025-09-29,Subscr GitHub,GitHub,575.0,Subscriptions
2023-09-30,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2024-10-01,Steam Purchase 10011,Steam Games,799.0,Entertainment
2025-10-01,IMPS - House Rent Oct,House Rent,17711.0,Rent
2023-10-02,Fuel at IOCL Bill 10120,Indian Oil,2083.0,Transport
2023-10-03,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2023-10-04,ORDER #10040 FROM SWIGGY,Swiggy,437.0,Food & Drink
2023-10-05,Licious Purchase 10137,Licious,751.0,Groceries
2023-10-05,VI RECHARGE 10082,Vi,351.0,Bills
2023-10-06,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2023-10-07,PVR Cinemas Ticket 10047,PVR Cinemas,964.0,Entertainment
2025-10-08,Jio Fiber FTTH 10041,Jio Fiber,631.0,Utilities
2025-10-08,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2023-10-09,KFC BILL 10161,KFC,601.0,Food & Drink
2025-10-10,MedPlus TRN 10168,MedPlus,1428.0,Health
2025-10-11,Croma.com Inv#10170,Croma,6907.0,Shopping
2023-10-12,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-10-12,Ola Ride ID10019,Ola,236.0,Transport
2024-10-13,LOCAL TEA SHOP BILL 10088,Local Tea Shop,288.0,Food & Drink
2024-10-14,Spotify AB 10030,Spotify,129.0,Subscriptions
2024-10-15,BigBazaar Store Bill,BigBazaar,1968.0,Groceries
2023-10-15,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2025-10-16,DOMINOS BILL 10172,Dominos,878.0,Food & Drink
2025-10-17,Apollo Pharmacy TRN 10024,Apollo Pharmacy,2598.0,Health
2025-10-18,AIRTEL RECHARGE 10131,Airtel,220.0,Bills
2025-10-18,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
2023-10-19,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2023-10-20,Subscr Google,Google,130.0,Subscriptions
2024-10-21,CURE.FIT BILL,Cure.fit,2519.0,Health
2024-10-21,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2025-10-22,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2025-10-23,Rapido Auto 10153,Rapido,140.0,Transport
2024-10-24,TNEB Bill Pay 10063,TNEB,2661.0,Utilities
2023-10-24,Netflix.COM 10053,Netflix,661.0,Subscriptions
2024-10-25,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2025-10-26,Purchase H&M 10100,H&M,4224.0,Shopping
2025-10-27,CMRL TOPUP 10091,Chennai Metro,389.0,Transport
2024-10-28,BMS TICKET 10152,BookMyShow,1619.0,Entertainment
2025-10-28,Order Blinkit 10157,Blinkit,781.0,Groceries
2023-10-29,Fuel at Shell Bill 10044,Shell,2085.0,Transport
2025-10-30,Amazon.in Order AMZ10089,Amazon,4844.0,Shopping
2023-10-31,Swiggy Instamart Purchase 10018,Swiggy Instamart,447.0,Groceries
2023-10-31,Netflix.COM 10002,Netflix,649.0,Subscriptions
2025-11-01,Order #10302 from Zomato,Zomato,268.0,Food & Drink
2023-11-02,JIO RECHARGE 10029,Jio,752.0,Bills
2024-11-02,Uber Trip 10135,Uber,159.0,Transport
2023-11-03,Myntra Order FK10145,Myntra,10705.0,Shopping
2024-11-04,Local Mart Store Bill,Local Mart,2393.0,Groceries
2024-11-04,NETFLIX.COM 10156,Netflix,843.0,Subscriptions
2025-11-05,TNEB BILL PAY 10166,TNEB,2168.0,Utilities
2024-11-06,Sony PSN Purchase 10050,Sony PSN,1656.0,Entertainment
2023-11-07,Rapido Ride ID10171,Rapido,133.0,Transport
2025-11-08,NETMEDS BILL,Netmeds,2035.0,Health
2023-11-09,Reliance Digital Retail,Reliance Digital,7681.0,Shopping
2023-11-09,Pizza Hut Bill 10130,Pizza Hut,523.0,Food & Drink
2025-11-10,BigBazaar Purchase 10010,BigBazaar,2620.0,Groceries
2025-11-11,INOX TICKET 10056,INOX,1048.0,Entertainment
2025-11-11,Ola Auto 10144,Ola,121.0,Transport
2023-11-12,H&M RETAIL,H&M,3029.0,Shopping
2023-11-13,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2025-11-14,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2023-11-14,Order Dunzo 10039,Dunzo,1065.0,Groceries
2023-11-15,AIRTEL RECHARGE 10131,Airtel,220.0,Bills
2024-11-16,Uber Trip 10102,Uber,240.0,Transport
2024-11-17,Subscr Google,Google,130.0,Subscriptions
2023-11-17,PAYMENT TO STARBUCKS,Starbucks,1053.0,Food & Drink
2024-11-18,BigBazaar Store Bill,BigBazaar,4355.0,Groceries
2023-11-19,Spotify AB 10110,Spotify,129.0,Subscriptions
2024-11-19,Amazon.in Order AMZ10034,Amazon,10352.0,Shopping
2023-11-20,ZARA RETAIL,Zara,7864.0,Shopping
2023-11-21,GYM FEE,Fitness First,1812.0,Health
2024-11-22,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2025-11-22,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-11-23,Rapido Auto 10032,Rapido,140.0,Transport
2023-11-24,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2024-11-24,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2025-11-25,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2024-11-26,IMPS - House Rent Nov,House Rent,22253.0,Rent
2024-11-27,UPI to Zomato Order #10106,Zomato,514.0,Food & Drink
2024-11-27,Amazon.in Order AMZ10299,Amazon,4844.0,Shopping
2025-11-28,Fuel at IOCL Bill 10076,Indian Oil,2083.0,Transport
2023-11-29,BSNL FTTH 10122,BSNL,2347.0,Utilities
2023-11-30,Licious Purchase 10059,Licious,1016.0,Groceries
2023-11-30,PVR Cinemas Ticket 10123,PVR Cinemas,953.0,Entertainment
2025-12-01,VI RECHARGE 10029,Vi,724.0,Bills
2023-12-02,More Supermarket Purchase 10109,More Supermarket,2215.0,Groceries
2023-12-03,Payment to McDonald's,McDonald's,1166.0,Food & Drink
2025-12-03,Steam Purchase 10154,Steam Games,1130.0,Entertainment
2025-12-04,Rapido Ride ID10125,Rapido,124.0,Transport
2025-12-05,Amazon.in Order AMZ10127,Amazon,5159.0,Shopping
2025-12-06,NETMEDS BILL,Netmeds,2541.0,Health
2025-12-06,BSNL FTTH 10177,BSNL,2347.0,Utilities
2023-12-07,Reliance Fresh Purchase 10220,Reliance Fresh,3350.0,Groceries
2023-12-08,Croma.com Inv#10132,Croma,6272.0,Shopping
2023-12-09,Order #10142 from Zomato,Zomato,753.0,Food & Drink
2023-12-09,Ola Auto 10181,Ola,147.0,Transport
2024-12-10,ATM WITHDRAWAL 10136,ATM,11500.0,Miscellaneous
2024-12-11,Licious Purchase 10093,Licious,995.0,Groceries
2025-12-12,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2023-12-12,GYM FEE,Fitness First,1968.0,Health
2025-12-13,Amazon.in Order AMZ10089,Amazon,4844.0,Shopping
2023-12-14,Swiggy Instamart Purchase 10141,Swiggy Instamart,678.0,Groceries
2023-12-15,Subscr Google,Google,130.0,Subscriptions
2023-12-15,Order #10016 from Zomato,Zomato,268.0,Food & Drink
2023-12-16,Ola Auto 10065,Ola,282.0,Transport
2023-12-17,Myntra Order FK10145,Myntra,10705.0,Shopping
2024-12-18,JIO RECHARGE 10052,Jio,290.0,Bills
2025-12-18,Subscr Google,Google,130.0,Subscriptions
2023-12-19,Local Mart Store Bill,Local Mart,2393.0,Groceries
2025-12-20,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-12-21,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2023-12-21,Rapido Auto 10032,Rapido,140.0,Transport
2024-12-22,Steam Purchase 10011,Steam Games,799.0,Entertainment
2023-12-23,NETFLIX.COM 10074,Netflix,843.0,Subscriptions
2025-12-23,Order Blinkit 10035,Blinkit,825.0,Groceries
2024-12-24,Fuel at Shell Bill 10158,Shell,2958.0,Transport
2025-12-25,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2025-12-25,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2025-12-26,KFC BILL 10161,KFC,601.0,Food & Drink
2025-12-27,Myntra Retail,Myntra,6099.0,Shopping
2023-12-27,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2024-12-28,GYM FEE,Fitness First,1812.0,Health
2024-12-29,Ola Ride ID10165,Ola,193.0,Transport
2025-12-29,TNEB BILL PAY 10166,TNEB,2168.0,Utilities
2023-12-30,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2024-12-31,MedPlus TRN 10168,MedPlus,1428.0,Health
2024-12-31,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2023-01-01,Croma.com Inv#10170,Croma,6907.0,Shopping
2025-01-02,RAPIDO RIDE ID10171,Rapido,133.0,Transport
2025-01-02,DOMINOS BILL 10098,Dominos,878.0,Food & Drink
2023-01-03,Microsoft 365 renewal 10099,Microsoft 365,712.0,Subscriptions
2025-01-04,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2025-01-04,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-01-05,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
2025-01-06,BSNL FTTH 10122,BSNL,2347.0,Utilities
2023-01-07,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2023-01-07,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2024-01-08,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2024-01-09,Uber Auto 10181,Uber,147.0,Transport
2023-01-10,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2025-01-10,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2025-01-11,UPI to Friend 10184,Miscellaneous,6500.0,Miscellaneous
2025-01-12,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2023-01-13,Order Dunzo 10039,Dunzo,1065.0,Groceries
2024-01-13,Uber Trip 10187,Uber,292.0,Transport
2023-01-14,Amazon.in Order AMZ10007,Amazon,570.0,Shopping
2025-01-15,AIRTEL BROADBAND FTTH 10101,Airtel Broadband,1413.0,Utilities
2023-01-16,CMRL TOPUP 10036,Chennai Metro,286.0,Transport
2024-01-16,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2024-01-17,Doctor Visit,Local Clinic,1236.0,Health
2023-01-18,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2024-01-19,Subscr GitHub,GitHub,575.0,Subscriptions
2024-01-19,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2024-01-20,Steam Purchase 10011,Steam Games,799.0,Entertainment
2024-01-21,IMPS - House Rent Jan,House Rent,17711.0,Rent
2024-01-22,Fuel at IOCL Bill 10120,Indian Oil,2083.0,Transport
2024-01-22,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2025-01-23,ORDER #10040 FROM SWIGGY,Swiggy,437.0,Food & Drink
2024-01-24,Licious Purchase 10137,Licious,751.0,Groceries
2024-01-25,VI RECHARGE 10082,Vi,351.0,Bills
2024-01-25,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2024-01-26,PVR Cinemas Ticket 10047,PVR Cinemas,964.0,Entertainment
2023-01-27,Jio Fiber FTTH 10041,Jio Fiber,631.0,Utilities
2023-01-28,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2025-01-28,KFC BILL 10161,KFC,601.0,Food & Drink
2025-01-29,MedPlus TRN 10168,MedPlus,1428.0,Health
2025-01-30,Croma.com Inv#10170,Croma,6907.0,Shopping
2023-01-31,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-01-31,Ola Ride ID10019,Ola,236.0,Transport
2024-12-09,Swiggy order 7760,Swiggy,434.0,Food & Drink
2023-12-09,Myntra Order 4731,Myntra,2068.0,Shopping
2024-12-09,Uber Ride 7644,Uber,141.0,Transport
2025-12-09,Rapido Ride 7349,Rapido,92.0,Transport
2025-12-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2024-12-10,Myntra Order 6389,Myntra,3752.0,Shopping
2023-12-10,BigBazaar Purchase,BigBazaar,2282.0,Groceries
2024-12-10,Dominos Bill,Dominos,873.0,Food & Drink
2025-12-11,Swiggy order 2351,Swiggy,733.0,Food & Drink
2024-12-11,Uber Ride 4745,Uber,212.0,Transport
2025-12-11,Swiggy Instamart,Swiggy,304.0,Groceries
2025-12-11,Dominos Bill,Dominos,912.0,Food & Drink
2024-12-12,Zomato order 4066,Zomato,517.0,Food & Drink
2024-12-12,Uber Ride 1109,Uber,213.0,Transport
2023-12-12,MedPlus Bill,MedPlus,453.0,Health
2024-12-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-12-13,Cafe Coffee Day Bill,Cafe Coffee Day,338.0,Food & Drink
2025-12-13,Fuel at Shell,Shell,1812.0,Transport
2023-12-13,Apollo Pharmacy Bill,Apollo Pharmacy,648.0,Health
2024-12-13,Ola Ride 2028,Ola,341.0,Transport
2023-12-14,Swiggy Instamart,Swiggy,407.0,Groceries
2025-12-14,Ola Ride 7173,Ola,234.0,Transport
2025-12-14,Zomato order 6088,Zomato,715.0,Food & Drink
2025-12-14,Zomato order 8318,Zomato,529.0,Food & Drink
2025-12-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2024-12-15,Zomato order 6931,Zomato,316.0,Food & Drink
2025-12-15,PVR Cinemas Transaction,PVR Cinemas,661.0,Entertainment
2024-12-15,Ola Ride 7083,Ola,257.0,Transport
2025-12-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-12-16,Zomato order 8625,Zomato,458.0,Food & Drink
2025-12-16,Amazon Order 3662,Amazon,3554.0,Shopping
2024-12-16,More Supermarket Purchase,More Supermarket,2211.0,Groceries
2023-12-17,Swiggy order 7765,Swiggy,519.0,Food & Drink
2024-12-17,Swiggy order 7741,Swiggy,324.0,Food & Drink
2023-12-17,BigBazaar Purchase,BigBazaar,3364.0,Groceries
2023-12-17,H&M Retail Purchase,H&M,2265.0,Shopping
2023-12-18,Ola Ride 5971,Ola,265.0,Transport
2023-12-18,Local Tea Shop Bill,Local Tea Shop,30.0,Food & Drink
2024-12-18,Ola Ride 9390,Ola,282.0,Transport
2023-12-19,Milk delivery,Local Mart,1200.0,Groceries
2024-12-19,Mobile Recharge,Airtel,357.0,Bills
2025-12-19,Dunzo Groceries,Dunzo,1126.0,Groceries
2023-12-19,Zomato order 9053,Zomato,276.0,Food & Drink
2025-12-19,BookMyShow Transaction,BookMyShow,994.0,Entertainment
2023-12-20,Google Cloud,Google,150.0,Subscriptions
2023-12-20,Gym Membership,Fitness First,2500.0,Health
2023-12-20,Amazon Order 9308,Amazon,3302.0,Shopping
2025-12-20,Cafe Coffee Day Bill,Cafe Coffee Day,294.0,Food & Drink
2025-12-20,Fuel at Shell,Shell,1803.0,Transport
2025-12-21,Pizza Hut Bill,Pizza Hut,546.0,Food & Drink
2024-12-21,Swiggy Instamart,Swiggy,509.0,Groceries
2025-12-21,ZARA Retail Purchase,Zara,5156.0,Shopping
2024-12-21,Uber Ride 2253,Uber,323.0,Transport
2023-12-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2025-12-22,Uber Ride 4802,Uber,292.0,Transport
2025-12-22,Amazon Order 8361,Amazon,2138.0,Shopping
2025-12-22,More Supermarket Purchase,More Supermarket,2213.0,Groceries
2025-12-23,Licious Purchase,Licious,812.0,Groceries
2023-12-23,Ola Ride 5919,Ola,273.0,Transport
2025-12-23,Starbucks Bill,Starbucks,699.0,Food & Drink
2025-12-23,ATM WITHDRAWAL,ATM,9500.0,Miscellaneous
2025-12-24,Swiggy order 9051,Swiggy,381.0,Food & Drink
2024-12-24,MedPlus Bill,MedPlus,467.0,Health
2025-12-24,Flipkart Order 7083,Flipkart,4334.0,Shopping
2024-12-24,Amazon Order 3266,Amazon,1494.0,Shopping
2023-12-25,TNEB Bill,TNEB,1227.0,Utilities
2025-12-25,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2025-12-25,BigBazaar Purchase,BigBazaar,2068.0,Groceries
2025-12-25,Uber Ride 5707,Uber,342.0,Transport
2023-12-25,Steam Games Transaction,Steam Games,982.0,Entertainment
2023-12-26,House Rent Dec,House Rent,20000.0,Rent
2024-12-26,Uber Ride 5046,Uber,290.0,Transport
2023-12-26,Zomato order 2235,Zomato,745.0,Food & Drink
2023-12-26,MedPlus Bill,MedPlus,213.0,Health
2024-12-27,Spotify,Spotify,119.0,Subscriptions
2025-12-27,Zomato order 4305,Zomato,586.0,Food & Drink
2023-12-27,Uber Ride 4305,Uber,219.0,Transport
2023-12-27,Swiggy order 3591,Swiggy,517.0,Food & Drink
2023-12-28,Swiggy order 1629,Swiggy,436.0,Food & Drink
2024-12-28,More Supermarket Purchase,More Supermarket,2191.0,Groceries
2024-12-28,Rapido Ride 7837,Rapido,111.0,Transport
2024-12-29,BSNL Bill,BSNL,800.0,Utilities
2025-12-29,Dominos Bill,Dominos,878.0,Food & Drink
2023-12-29,Fuel at Indian Oil,Indian Oil,2026.0,Transport
2023-12-29,PVR Cinemas Transaction,PVR Cinemas,611.0,Entertainment
2023-12-30,BigBazaar Purchase,BigBazaar,2889.0,Groceries
2023-12-30,Swiggy order 7731,Swiggy,461.0,Food & Drink
2024-12-30,Ola Ride 2070,Ola,121.0,Transport
2023-12-31,Cafe Coffee Day Bill,Cafe Coffee Day,391.0,Food & Drink
2023-12-31,Starbucks Bill,Starbucks,610.0,Food & Drink
2023-12-31,Rapido Ride 1907,Rapido,141.0,Transport
2025-01-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2024-01-01,Starbucks Bill,Starbucks,419.0,Food & Drink
2024-01-01,Rapido Ride 4181,Rapido,110.0,Transport
2025-01-01,BookMyShow Transaction,BookMyShow,755.0,Entertainment
2024-01-01,Uber Ride 8660,Uber,141.0,Transport
2025-01-02,Zomato order 7378,Zomato,450.0,Food & Drink
2023-01-02,Reliance Fresh Purchase,Reliance Fresh,2257.0,Groceries
2024-01-02,Local Tea Shop Bill,Local Tea Shop,92.0,Food & Drink
2025-01-03,Dominos Bill,Dominos,773.0,Food & Drink
2024-01-03,Fuel at Shell,Shell,1826.0,Transport
2023-01-03,Myntra Order 4443,Myntra,3343.0,Shopping
2023-01-03,Dominos Bill,Dominos,878.0,Food & Drink
2024-01-04,TNEB Bill Payment,TNEB,1322.0,Utilities
2024-01-04,Licious Purchase,Licious,898.0,Groceries
2023-01-04,Uber Ride 9444,Uber,107.0,Transport
2024-01-04,Swiggy Instamart,Swiggy,519.0,Groceries
2025-01-05,IMPS - Rent Jan,House Rent,20000.0,Rent
2025-01-05,BSNL FTTH Bill,BSNL,799.0,Utilities
2025-01-05,Swiggy order 4647,Swiggy,748.0,Food & Drink
2025-01-05,BigBazaar Purchase,BigBazaar,2068.0,Groceries
2023-01-05,Zomato order 9924,Zomato,526.0,Food & Drink
2023-01-06,Myntra Order 6378,Myntra,3504.0,Shopping
2023-01-06,Rapido Ride 4945,Rapido,69.0,Transport
2023-01-06,Pizza Hut Bill,Pizza Hut,592.0,Food & Drink
2024-01-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2023-01-07,Swiggy order 3591,Swiggy,630.0,Food & Drink
2025-01-07,Myntra Order 2649,Myntra,2908.0,Shopping
2024-01-07,ZARA Retail Purchase,Zara,4311.0,Shopping
2024-01-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2024-01-08,More Supermarket Purchase,More Supermarket,1564.0,Groceries
2024-01-08,Licious Purchase,Licious,790.0,Groceries
2023-01-08,MedPlus Bill,MedPlus,435.0,Health
2023-01-08,Ola Ride 7687,Ola,344.0,Transport
2025-01-09,Pizza Hut Bill,Pizza Hut,511.0,Food & Drink
2025-01-09,Uber Ride 3881,Uber,262.0,Transport
2023-01-09,Dunzo Groceries,Dunzo,1048.0,Groceries
2025-01-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2024-01-10,H&M Retail Purchase,H&M,2466.0,Shopping
2023-01-10,Zomato order 2516,Zomato,316.0,Food & Drink
2023-01-10,Steam Games Transaction,Steam Games,1765.0,Entertainment
2025-01-11,CMRL Metro Card Recharge,Chennai Metro,353.0,Transport
2025-01-11,Local Tea Shop Bill,Local Tea Shop,59.0,Food & Drink
2024-01-11,Fuel at Indian Oil,Indian Oil,2228.0,Transport
2025-01-11,Uber Ride 7367,Uber,298.0,Transport
2025-01-12,Swiggy order 3058,Swiggy,709.0,Food & Drink
2024-01-12,Zomato order 7765,Zomato,628.0,Food & Drink
2023-01-12,Amazon Order 3274,Amazon,1249.0,Shopping
2024-01-12,Local Tea Shop Bill,Local Tea Shop,76.0,Food & Drink
2025-01-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-01-13,Swiggy order 1582,Swiggy,731.0,Food & Drink
2024-01-13,Swiggy order 7226,Swiggy,411.0,Food & Drink
2023-01-14,Uber Ride 7609,Uber,271.0,Transport
2024-01-14,Ola Ride 6554,Ola,121.0,Transport
2024-01-14,Amazon Order 3502,Amazon,1535.0,Shopping
2024-01-14,Apollo Pharmacy Bill,Apollo Pharmacy,246.0,Health
2023-01-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2024-01-15,Reliance Fresh Purchase,Reliance Fresh,2291.0,Groceries
2023-01-15,BigBazaar Purchase,BigBazaar,2789.0,Groceries
2025-01-15,Dominos Bill,Dominos,828.0,Food & Drink
2025-01-15,Licious Purchase,Licious,891.0,Groceries
2024-01-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-01-16,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2024-01-16,H&M Retail Purchase,H&M,3091.0,Shopping
2023-01-16,Zomato order 9920,Zomato,267.0,Food & Drink
2024-01-17,Swiggy order 2636,Swiggy,454.0,Food & Drink
2024-01-17,MedPlus Bill,MedPlus,622.0,Health
2023-01-17,Flipkart Order 2062,Flipkart,2001.0,Shopping
2024-01-18,Local Tea Shop Bill,Local Tea Shop,82.0,Food & Drink
2025-01-18,Ola Ride 1876,Ola,161.0,Transport
2024-01-18,Swiggy order 9062,Swiggy,381.0,Food & Drink
2024-01-19,Milk delivery,Local Mart,1200.0,Groceries
2024-01-19,Mobile Recharge,Airtel,246.0,Bills
2023-01-19,Dunzo Groceries,Dunzo,1186.0,Groceries
2023-01-19,Uber Ride 5262,Uber,217.0,Transport
2024-01-19,More Supermarket Purchase,More Supermarket,2522.0,Groceries
2024-01-19,Starbucks Bill,Starbucks,699.0,Food & Drink
2024-01-20,Google Cloud,Google,150.0,Subscriptions
2025-01-20,Gym Membership,Fitness First,2500.0,Health
2023-01-20,Ola Ride 9845,Ola,131.0,Transport
2025-01-20,More Supermarket Purchase,More Supermarket,1780.0,Groceries
2025-01-20,BookMyShow Transaction,BookMyShow,914.0,Entertainment
2024-01-21,Swiggy Instamart,Swiggy,496.0,Groceries
2024-01-21,Swiggy order 7731,Swiggy,234.0,Food & Drink
2025-01-21,ZARA Retail Purchase,Zara,4818.0,Shopping
2023-01-21,Myntra Order 7289,Myntra,1100.0,Shopping
2025-01-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2024-01-22,Cafe Coffee Day Bill,Cafe Coffee Day,369.0,Food & Drink
2023-01-22,Ola Ride 8931,Ola,257.0,Transport
2024-01-22,Rapido Ride 6264,Rapido,124.0,Transport
2023-01-23,Fuel at Shell,Shell,2844.0,Transport
2023-01-23,Licious Purchase,Licious,804.0,Groceries
2024-01-24,Swiggy order 7833,Swiggy,444.0,Food & Drink
2023-01-24,Uber Ride 8443,Uber,220.0,Transport
2024-01-24,Amazon Order 5698,Amazon,3886.0,Shopping
2023-01-24,Uber Ride 7414,Uber,143.0,Transport
2025-01-25,TNEB Bill,TNEB,1022.0,Utilities
2025-01-25,Cafe Coffee Day Bill,Cafe Coffee Day,483.0,Food & Drink
2024-01-25,Zomato order 4465,Zomato,710.0,Food & Drink
2024-01-25,Swiggy order 8089,Swiggy,538.0,Food & Drink
2024-01-25,PVR Cinemas Transaction,PVR Cinemas,697.0,Entertainment
2025-01-26,House Rent Jan,House Rent,20000.0,Rent
2025-01-26,Cafe Coffee Day Bill,Cafe Coffee Day,458.0,Food & Drink
2025-01-26,Dominos Bill,Dominos,924.0,Food & Drink
2023-01-26,Reliance Fresh Purchase,Reliance Fresh,1085.0,Groceries
2023-01-27,Spotify,Spotify,119.0,Subscriptions
2024-01-27,Swiggy order 2780,Swiggy,511.0,Food & Drink
2024-01-27,MedPlus Bill,MedPlus,455.0,Health
2025-01-27,Dunzo Groceries,Dunzo,1413.0,Groceries
2023-01-28,CMRL Metro Card Recharge,Chennai Metro,450.0,Transport
2025-01-28,Zomato order 5727,Zomato,491.0,Food & Drink
2025-01-28,BigBazaar Purchase,BigBazaar,2853.0,Groceries
2025-01-28,Rapido Ride 3217,Rapido,136.0,Transport
2025-01-29,BSNL Bill,BSNL,800.0,Utilities
2024-01-29,Zomato order 7411,Zomato,616.0,Food & Drink
2023-01-29,Steam Games Transaction,Steam Games,926.0,Entertainment
2023-01-29,Rapido Ride 3108,Rapido,107.0,Transport
2023-01-29,Zomato order 4446,Zomato,380.0,Food & Drink
2023-01-30,Flipkart Order 7136,Flipkart,2035.0,Shopping
2023-01-30,Pizza Hut Bill,Pizza Hut,569.0,Food & Drink
2024-01-30,Uber Ride 7234,Uber,154.0,Transport
2024-01-30,Apollo Pharmacy Bill,Apollo Pharmacy,437.0,Health
2024-01-31,Licious Purchase,Licious,912.0,Groceries
2023-01-31,Starbucks Bill,Starbucks,792.0,Food & Drink
2024-01-31,Uber Ride 2855,Uber,218.0,Transport
2024-01-31,Amazon Order 5433,Amazon,1238.0,Shopping
2024-02-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2024-02-01,Zomato order 1629,Zomato,507.0,Food & Drink
2023-02-01,Amazon Order 3247,Amazon,2188.0,Shopping
2024-02-01,Fuel at Shell,Shell,2917.0,Transport
2023-02-02,Swiggy Instamart,Swiggy,422.0,Groceries
2023-02-02,Swiggy order 7076,Swiggy,260.0,Food & Drink
2023-02-02,Uber Ride 1980,Uber,141.0,Transport
2025-02-03,Fuel at Indian Oil,Indian Oil,1730.0,Transport
2023-02-03,Swiggy order 5725,Swiggy,517.0,Food & Drink
2025-02-03,Swiggy order 3591,Swiggy,472.0,Food & Drink
2024-02-03,Flipkart Order 9815,Flipkart,1671.0,Shopping
