date,description,merchant,amount,category
2025-05-18,Reliance Fresh Purchase 10178,Reliance Fresh,3350.0,Groceries
2024-02-10,CMRL Metro Card Recharge,Chennai Metro,453.0,Transport
2025-11-09,FLIPKART Order FK2395,Flipkart,490.0,Shopping
2025-01-20,Gym Membership,Fitness First,2500.0,Health
2024-11-20,flipkart,Flipkart,1100.0,Shopping
2024-08-23,Broadband Bill 463,ACT Fibernet,1002.33,Bills
2025-02-01,Streaming Sub 774,Netflix,218.78,Entertainment
2023-02-15,Fuel IOCL,Indian Oil,2700.0,Transport
2025-03-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2023-02-07,Postpaid Bill 479,Airtel,493.94,Bills
2023-10-10,Dominos Pizza,Dominos,750.0,Food & Drink
2024-06-16,Flipkart Order FK10215,Flipkart,8993.0,Shopping
2023-10-08,Mobile Recharge 543,Jio,304.53,Bills
2023-10-26,House Rent,House Rent,20000.0,Rent
2023-08-24,Myntra Order FK10145,Myntra,10705.0,Shopping
2023-09-17,UPI to Friend,Miscellaneous,2500.0,Miscellaneous
2025-07-21,PAYMENT TO STARBUCKS,Starbucks,1053.0,Food & Drink
2024-03-18,Ola Ride 9390,Ola,129.0,Transport
2024-08-11,Postpaid Bill 428,Airtel,464.15,Bills
2024-02-01,Zomato order 1629,Zomato,507.0,Food & Drink
2024-06-23,Milk delivery,Local Mart,1250.0,Groceries
2024-11-24,Zomato order,Zomato,730.0,Food & Drink
2023-01-07,Electricity Bill 854,TNEB,1228.42,Bills
2023-03-19,Reliance Fresh Purchase,Reliance Fresh,1085.0,Groceries
2025-12-20,Streaming Sub 102,Netflix,212.23,Entertainment
2025-12-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2024-02-14,Licious Purchase,Licious,792.0,Groceries
2024-03-04,VI RECHARGE 10082,Vi,351.0,Bills
2024-11-20,UPI to Friend 744,UPI,502.95,Miscellaneous
2024-03-31,Fuel at Shell,Shell,1826.0,Transport
2025-10-18,Cafe Coffee Day Bill,Cafe Coffee Day,340.0,Food & Drink
2023-07-20,Water Tax,CMWSSB,150.0,Utilities
2024-11-04,NETFLIX.COM 10156,Netflix,843.0,Subscriptions
2024-02-10,Zomato order 4976,Zomato,450.0,Food & Drink
2024-08-01,UPI to Zomato Order #10275,Zomato,514.0,Food & Drink
2025-02-05,PVR Cinemas Transaction,PVR Cinemas,543.0,Entertainment
2023-07-22,Shell Fuel,Shell,2500.0,Transport
2024-07-10,Starbucks,Starbucks,530.0,Food & Drink
2025-10-05,Credit Card Bill 834,HDFC Bank,5483.39,Bills
2023-09-07,Mobile Recharge 626,Jio,295.04,Bills
2023-08-02,Credit Card Bill 614,HDFC Bank,4969.77,Bills
2023-03-26,More Supermarket Purchase,More Supermarket,2213.0,Groceries
2024-02-11,Myntra Order 9797,Myntra,2352.0,Shopping
2025-01-17,Dominos,Dominos,690.0,Food & Drink
2025-01-23,ORDER #10040 FROM SWIGGY,Swiggy,437.0,Food & Drink
2023-06-05,Swiggy,Swiggy,460.0,Food & Drink
2025-10-18,Reliance Fresh,Reliance Fresh,900.0,Groceries
2024-12-16,More Supermarket Purchase,More Supermarket,2211.0,Groceries
2023-06-01,IMPS - House Rent Jun,House Rent,18490.0,Rent
2025-01-01,Netflix.COM 10002,Netflix,649.0,Subscriptions
2023-10-07,PVR Cinemas Ticket 10047,PVR Cinemas,964.0,Entertainment
2024-02-11,MedPlus Bill,MedPlus,549.0,Health
2023-06-02,Steam Purchase 10197,Steam Games,799.0,Entertainment
2024-06-22,Gas Cylinder 862,Indane,1134.07,Bills
2024-02-12,Gas Cylinder 455,Indane,1071.69,Bills
2025-12-23,ATM WITHDRAWAL,ATM,9500.0,Miscellaneous
2025-04-06,Cash Deposit,Miscellaneous,500.0,Miscellaneous
2024-12-21,Uber Ride 2253,Uber,323.0,Transport
2024-01-01,Starbucks Bill,Starbucks,419.0,Food & Drink
2023-12-26,MedPlus Bill,MedPlus,213.0,Health
2024-05-31,Cafe Coffee Day,Cafe Coffee Day,380.0,Food & Drink
2024-11-15,Gift Purchase 928,Archies,459.41,Miscellaneous
2024-01-04,Uber Trip 10006,Uber,292.0,Transport
2024-04-29,BSNL Bill,BSNL,799.0,Utilities
2024-12-30,Ola Ride 2070,Ola,121.0,Transport
2025-12-01,VI RECHARGE 10029,Vi,724.0,Bills
2025-01-12,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2024-11-14,H&M,H&M,2300.0,Shopping
2024-10-31,Zomato,Zomato,590.0,Food & Drink
2024-08-05,Amazon.in Order AMZ930,Amazon,1750.0,Shopping
2025-08-18,Gym Supplement 606,HealthKart,2406.51,Health
2025-05-21,Cafe Coffee Day,Cafe Coffee Day,400.0,Food & Drink
2023-12-28,Swiggy order 1629,Swiggy,436.0,Food & Drink
2024-01-28,UPI to Friend 117,UPI,467.31,Miscellaneous
2024-02-05,Swiggy order 5971,Swiggy,530.0,Food & Drink
2025-07-07,Local Mart Store Bill,Local Mart,2393.0,Groceries
2024-09-23,Uber Trip 20250923,Uber,220.0,Transport
2023-02-24,ZARA Retail Purchase,Zara,5156.0,Shopping
2023-06-08,Movie Ticket 855,BookMyShow,321.33,Entertainment
2025-12-21,Pizza Hut Bill,Pizza Hut,546.0,Food & Drink
2025-06-26,Ola Ride,Ola,280.0,Transport
2024-10-24,IMPS - Rent Nov,House Rent,22000.0,Rent
2023-06-18,BSNL FTTH,BSNL,799.0,Utilities
2025-01-23,Dominos,Dominos,660.0,Food & Drink
2025-10-27,Repair Services 654,Urban Company,436.17,Miscellaneous
2025-10-30,Spotify AB 92396,Spotify,119.0,Subscriptions
2025-08-25,JIO RECHARGE 10052,Jio,290.0,Bills
2024-12-06,Maintenance Charge 683,Association,2145.63,Rent
2024-02-04,Pizza Hut Bill,Pizza Hut,903.0,Food & Drink
2025-06-28,PG Rent Jun,Stanza Living,8603.61,Rent
2025-12-02,UPI to Friend 491,UPI,537.6,Miscellaneous
2023-02-22,PG Rent Apr,Stanza Living,8516.15,Rent
2023-09-09,TNEB Bill,TNEB,1400.0,Utilities
2023-02-13,Licious,Licious,750.0,Groceries
2025-11-14,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2024-09-27,Water Tax 482,CMWSSB,149.5,Bills
2023-09-07,BigBazaar Purchase,BigBazaar,3300.0,Groceries
2025-09-11,swiggy order,Swiggy,570.0,Food & Drink
2023-06-01,Dental Checkup 414,Clove Dental,779.73,Health
2024-07-30,ZARA,Zara,5400.0,Shopping
2023-02-07,Sony PSN Purchase 10050,Sony PSN,1656.0,Entertainment
2025-02-10,Netflix.COM 10053,Netflix,388.0,Subscriptions
2024-04-09,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2025-01-16,Broadband Bill 901,ACT Fibernet,976.32,Bills
2024-07-26,Zomato order,Zomato,740.0,Food & Drink
2024-10-09,MedPlus Bill,MedPlus,310.0,Health
2024-10-23,Amazon.in,Amazon,2100.0,Shopping
2024-01-27,Swiggy order 2780,Swiggy,511.0,Food & Drink
2023-04-30,Zomato Order #2353,Zomato,390.0,Food & Drink
2024-04-21,Ola Auto 10144,Ola,121.0,Transport
2025-04-17,GYM FEE,Fitness First,1968.0,Health
2025-05-14,Stationery 430,Local Shop,112.78,Miscellaneous
2023-12-31,Cafe Coffee Day Bill,Cafe Coffee Day,391.0,Food & Drink
2025-03-03,Fuel at Shell,Shell,2910.0,Transport
2025-07-09,ZARA,Zara,5700.0,Shopping
2024-11-17,Subscr Google,Google,130.0,Subscriptions
2023-05-22,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2023-09-24,Uber Trip 10187,Uber,292.0,Transport
2025-01-23,Postpaid Bill 534,Airtel,465.71,Bills
2024-03-25,More Supermarket Purchase 10109,More Supermarket,2215.0,Groceries
2024-01-08,Licious Purchase,Licious,790.0,Groceries
2025-01-03,Printout 602,Xerox Shop,45.59,Miscellaneous
2023-10-09,KFC BILL 10161,KFC,601.0,Food & Drink
2023-12-17,Movie Ticket 968,BookMyShow,304.7,Entertainment
2023-11-21,GYM FEE,Fitness First,1812.0,Health
2023-08-24,Credit Card Bill 765,HDFC Bank,5331.14,Bills
2023-02-13,Fuel IOCL,Indian Oil,2600.0,Transport
2024-01-10,H&M Retail Purchase,H&M,2466.0,Shopping
2023-05-24,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2023-10-06,UPI to Friend,Miscellaneous,1500.0,Miscellaneous
2024-03-15,Uber Ride,Uber,250.0,Transport
2024-10-01,Uber Trip 20251001,Uber,185.0,Transport
2025-07-01,Starbucks,Starbucks,490.0,Food & Drink
2023-01-04,Pizza Hut,Pizza Hut,990.0,Food & Drink
2023-06-06,VI RECHARGE 10202,Vi,351.0,Bills
2024-07-16,Starbucks,Starbucks,510.0,Food & Drink
2023-12-18,Mobile Recharge 753,Jio,276.81,Bills
2023-03-07,Apollo Pharmacy,Apollo Pharmacy,350.0,Health
2024-06-14,Stationery 693,Local Shop,109.93,Miscellaneous
2023-08-30,Spotify,Spotify,119.0,Subscriptions
2024-10-25,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2023-03-05,Local Clinic Transaction,Local Clinic,800.0,Health
2023-07-17,Zomato,Zomato,340.0,Food & Drink
2025-01-05,Swiggy order 4647,Swiggy,748.0,Food & Drink
2025-02-18,PVR Cinemas,PVR Cinemas,540.0,Entertainment
2025-07-17,ZARA,Zara,5800.0,Shopping
2023-10-12,Courier Charges 706,DTDC,105.8,Miscellaneous
2023-02-25,Rapido Ride 4180,Rapido,92.0,Transport
2025-08-17,Flat Rent Sep,Landlord,18329.69,Rent
2023-10-24,More Supermarket,More Supermarket,2100.0,Groceries
2023-04-03,Fuel at IOCL Bill 10120,Indian Oil,2955.0,Transport
2024-10-29,Bowling 931,Amoeba,370.38,Entertainment
2024-01-31,Amazon Order 5433,Amazon,1238.0,Shopping
2025-04-04,TNEB Bill Payment,TNEB,1322.0,Utilities
2024-10-22,NETFLIX.COM,Netflix,199.0,Subscriptions
2023-03-17,Microsoft 365 renewal 10099,Microsoft 365,712.0,Subscriptions
2024-09-06,Zomato order 9932,Zomato,330.0,Food & Drink
2023-08-25,Subscr Google,Google,130.0,Subscriptions
2025-02-15,Zomato order 9942,Zomato,394.0,Food & Drink
2024-01-04,TNEB Bill Payment,TNEB,1322.0,Utilities
2025-05-25,House Rent,House Rent,22000.0,Rent
2025-07-14,BookMyShow,BookMyShow,810.0,Entertainment
2025-03-22,NETFLIX.COM 10105,Netflix,843.0,Subscriptions
2023-01-08,Ola Ride 7687,Ola,344.0,Transport
2023-09-13,Swiggy Instamart,Swiggy,500.0,Groceries
2024-03-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2023-03-13,Medicines 193,Apollo,378.2,Health
2024-11-04,Local Mart Store Bill,Local Mart,2393.0,Groceries
2025-02-14,Steam Games Transaction,Steam Games,1945.0,Entertainment
2023-10-06,Spotify AB 92397,Spotify,119.0,Subscriptions
2024-08-29,Steam Purchase 10011,Steam Games,799.0,Entertainment
2024-10-10,FLIPKART Order FK2394,Flipkart,5400.0,Shopping
2025-09-17,Flat Rent May,Landlord,19630.25,Rent
2025-10-27,CMRL TOPUP 10091,Chennai Metro,389.0,Transport
2025-02-02,BigBazaar Store Bill,BigBazaar,1968.0,Groceries
2023-06-22,Electricity Bill 686,TNEB,1283.01,Bills
2025-09-04,Groceries from Dunzo,Dunzo,920.0,Groceries
2024-01-22,Rapido Ride 6264,Rapido,124.0,Transport
2023-03-08,Uber Ride 1109,Uber,233.0,Transport
2024-03-20,uber auto,Uber,145.0,Transport
2023-07-09,Rapido 2413,Rapido,150.0,Transport
2023-08-03,The Hindu,The Hindu,999.0,Subscriptions
2025-11-01,Printout 453,Xerox Shop,53.98,Miscellaneous
2024-03-04,Streaming Sub 221,Netflix,183.05,Entertainment
2025-07-28,Rapido Auto 10153,Rapido,140.0,Transport
2023-03-25,FLIPKART Order FK2409,Flipkart,630.0,Shopping
2023-07-15,Water Tax,CMWSSB,150.0,Utilities
2025-09-27,Amazon.in Order AMZ937,Amazon,2799.0,Shopping
2025-12-25,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2023-11-09,Reliance Digital Retail,Reliance Digital,7681.0,Shopping
2025-06-19,AIRTEL RECHARGE 10218,Airtel,220.0,Bills
2023-12-09,Ola Auto 10181,Ola,147.0,Transport
2024-03-19,Apollo Pharmacy,Apollo Pharmacy,340.0,Health
2024-01-07,BMS Ticket 10009,BookMyShow,798.0,Entertainment
2025-06-24,BSNL FTTH,BSNL,799.0,Utilities
2024-04-04,Swiggy order 9845,Ola,538.0,Food & Drink
2024-03-05,Zomato order 7765,Zomato,384.0,Food & Drink
2025-06-11,Uber Auto,Uber,95.0,Transport
2025-12-24,Water Tax 982,CMWSSB,136.69,Bills
2024-02-04,Broadband Bill 381,ACT Fibernet,978.94,Bills
2023-12-15,Order #10016 from Zomato,Zomato,268.0,Food & Drink
2023-10-05,VI RECHARGE 10082,Vi,351.0,Bills
2025-04-25,NETFLIX.COM,Netflix,199.0,Subscriptions
2024-07-18,Myntra Order MYN1016,Myntra,2899.0,Shopping
2025-03-03,Local Tea Shop Bill,Local Tea Shop,59.0,Food & Drink
2024-06-04,BSNL FTTH,BSNL,799.0,Utilities
2025-01-05,Amazon.in Order AMZ10007,Amazon,570.0,Shopping
2023-09-12,DOMINOS BILL 10098,Dominos,878.0,Food & Drink
2023-07-09,Zomato,Zomato,380.0,Food & Drink
2023-02-24,Maintenance Charge 404,Association,2037.79,Rent
2023-09-01,Amazon.in Order AMZ935,Amazon,2599.0,Shopping
2023-09-28,Uber Trip 20250928,Uber,210.0,Transport
2025-08-23,UPI to Friend 927,UPI,525.05,Miscellaneous
2023-10-31,Netflix.COM 10002,Netflix,649.0,Subscriptions
2024-11-27,Amazon.in Order AMZ10299,Amazon,4844.0,Shopping
2024-01-18,Water Tax 878,CMWSSB,148.13,Bills
2025-05-17,Maintenance Charge 767,Association,1987.85,Rent
2025-01-10,MedPlus Bill,MedPlus,198.0,Health
2024-03-10,Reliance Fresh Store Bill,Reliance Fresh,2005.0,Groceries
2025-04-14,Monthly Rent 981,NoBroker,19104.57,Rent
2025-02-06,Amusement Park 322,Wonderla,1307.27,Entertainment
2025-01-15,Licious Purchase,Licious,891.0,Groceries
2023-11-05,BookMyShow,BookMyShow,800.0,Entertainment
2024-02-10,BigBazaar,BigBazaar,3200.0,Groceries
2025-02-18,Reliance Fresh Purchase,Reliance Fresh,926.0,Groceries
2023-10-03,Ola Cabs 2358,Ola,390.0,Transport
2023-01-20,Ola Ride 9845,Ola,131.0,Transport
2024-10-26,Groceries from Dunzo,Dunzo,900.0,Groceries
2023-06-23,Groceries from Dunzo #10224,Dunzo,793.0,Groceries
2024-09-13,Local Tea Stall,Local Tea Shop,60.0,Food & Drink
2025-07-16,Postpaid Bill 474,Airtel,487.49,Bills
2024-01-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2023-08-29,Maintenance Charge 845,Association,2098.19,Rent
2023-06-22,Electricity Bill 294,TNEB,1136.5,Bills
2023-03-29,Dunzo Groceries,Dunzo,1048.0,Groceries
2024-07-28,Courier Charges 544,DTDC,97.82,Miscellaneous
2024-10-25,TNEB Bill,TNEB,980.0,Utilities
2023-03-03,Uber Ride 9444,Uber,298.0,Transport
2024-12-03,TNEB Bill Pay,TNEB,1380.0,Utilities
2025-12-29,Dominos Bill,Dominos,878.0,Food & Drink
2025-10-20,Gym Membership,Fitness First,2500.0,Health
2024-10-13,Doctor's Visit Fee,Local Clinic,800.0,Health
2024-10-17,Uber,Uber,190.0,Transport
2023-11-21,Gym Supplement 300,HealthKart,2566.33,Health
2024-01-21,Doctor Visit,Local Clinic,1236.0,Health
2024-10-28,Zomato,Zomato,290.0,Food & Drink
2023-03-14,Dunzo,Dunzo,880.0,Groceries
2024-10-27,Repair Services 223,Urban Company,425.42,Miscellaneous
2024-05-07,Flat Rent Sep,Landlord,17120.84,Rent
2023-06-04,Flat Rent Nov,Landlord,18432.54,Rent
2023-07-24,UPI to Friend 298,UPI,512.06,Miscellaneous
2024-12-13,Ola Ride 2028,Ola,341.0,Transport
2023-06-15,Ola Ride,Ola,290.0,Transport
2024-04-28,Cafe Coffee Day,Cafe Coffee Day,370.0,Food & Drink
2023-11-16,swiggy order,Swiggy,500.0,Food & Drink
2023-06-30,Fuel at Shell Bill 10233,Shell,2085.0,Transport
2023-11-30,PVR Cinemas Ticket 10123,PVR Cinemas,953.0,Entertainment
2024-12-30,Streaming Sub 987,Netflix,191.79,Entertainment
2023-09-20,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2025-01-12,Swiggy order 3058,Swiggy,709.0,Food & Drink
2024-04-06,Gift Purchase 424,Archies,412.34,Miscellaneous
2024-10-21,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2025-03-04,TNEB Bill Payment,TNEB,1325.0,Utilities
2024-05-08,Cafe Coffee Day,Cafe Coffee Day,340.0,Food & Drink
2024-01-25,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2023-06-11,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-02-11,Reliance Fresh Pvt Ltd,Reliance Fresh,1800.0,Groceries
2024-01-15,Subscr GitHub,GitHub,575.0,Subscriptions
2024-10-24,Water Tax 936,CMWSSB,158.05,Bills
2024-12-27,Spotify,Spotify,119.0,Subscriptions
2024-06-27,BSNL FTTH,BSNL,799.0,Utilities
2024-02-07,Uber Ride 6268,Uber,327.0,Transport
2025-04-28,Rapido Auto 10153,Rapido,140.0,Transport
2025-08-02,BigBazaar,BigBazaar,4000.0,Groceries
2024-06-18,Streaming Sub 312,Netflix,202.8,Entertainment
2023-08-03,RAPIDO RIDE 2322,Rapido,160.0,Transport
2023-02-25,Swiggy order 6813,Swiggy,318.0,Food & Drink
2025-07-13,Zomato,Zomato,350.0,Food & Drink
2025-01-11,UPI to Friend 10184,Miscellaneous,6500.0,Miscellaneous
2023-12-19,Zomato order 9053,Zomato,276.0,Food & Drink
2024-04-16,Concert Ticket 981,Insider,1619.63,Entertainment
2025-01-13,Movie Ticket 532,BookMyShow,298.63,Entertainment
2024-10-30,Streaming Sub 444,Netflix,210.04,Entertainment
2024-06-09,Jio Fiber FTTH 10205,Jio Fiber,631.0,Utilities
2024-07-17,Charity Donation 735,Charity,1092.37,Miscellaneous
2025-12-14,Stationery 695,Local Shop,117.43,Miscellaneous
2025-11-22,Doctor Consultation 940,Practo,476.09,Health
2023-09-24,swiggy order,Swiggy,530.0,Food & Drink
2023-02-12,Local Tea Shop Bill,Local Tea Shop,58.0,Food & Drink
2025-10-12,Gaming Currency 545,Steam,493.68,Entertainment
2024-03-11,CMRL TOPUP 10091,Chennai Metro,389.0,Transport
2024-01-22,amazon.in,Amazon,1699.0,Shopping
2023-10-07,Spotify AB 92384,Spotify,119.0,Subscriptions
2023-09-16,Stationery 867,Local Shop,114.29,Miscellaneous
2024-07-25,Repair Services 830,Urban Company,380.4,Miscellaneous
2023-09-01,BigBazaar Purchase,BigBazaar,3450.0,Groceries
2025-09-04,KFC BILL 10027,KFC,601.0,Food & Drink
2023-07-12,Netflix,Netflix,199.0,Subscriptions
2023-10-06,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2025-07-25,Charity Donation 410,Charity,931.28,Miscellaneous
2024-03-20,uber auto,Uber,100.0,Transport
2024-03-13,Swiggy order 8318,Zomato,715.0,Food & Drink
2025-03-29,Credit Card Bill 547,HDFC Bank,5334.6,Bills
2023-03-30,Zomato order 3058,Swiggy,709.0,Food & Drink
2023-01-12,The Hindu Subscription,The Hindu,999.0,Subscriptions
2023-01-02,Gift Purchase 668,Archies,414.6,Miscellaneous
2023-04-17,swiggy instamart,Swiggy,400.0,Groceries
2025-04-22,Gym Membership,Fitness First,2500.0,Health
2023-11-10,Doctor Consultation 506,Practo,474.31,Health
2025-11-23,Movie Ticket 875,BookMyShow,288.94,Entertainment
2023-09-08,UPI to Friend,Miscellaneous,4000.0,Miscellaneous
2023-04-07,Rapido Ride ID10125,Rapido,124.0,Transport
2024-06-26,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-03-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2025-05-05,Reliance Fresh,Reliance Fresh,1060.0,Groceries
2024-08-09,Rapido Ride ID10125,Rapido,124.0,Transport
2025-01-15,Lab Test 187,Thyrocare,1293.63,Health
2024-01-17,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2023-09-16,Google Cloud,Google,150.0,Subscriptions
2023-01-26,amazon.in,Amazon,1299.0,Shopping
2025-01-05,IMPS - Rent Jan,House Rent,20000.0,Rent
2024-04-03,Local Tea Shop Bill,Local Tea Shop,82.0,Food & Drink
2025-01-26,Cafe Coffee Day Bill,Cafe Coffee Day,458.0,Food & Drink
2024-01-02,Local Tea Shop Bill,Local Tea Shop,92.0,Food & Drink
2024-10-11,Uber,Uber,160.0,Transport
2025-12-18,Gym Supplement 146,HealthKart,2285.22,Health
2025-09-19,Google Cloud,Google,150.0,Subscriptions
2025-03-05,H&M Retail,H&M,3029.0,Shopping
2025-10-06,Rent Payment 153,Owner,20285.04,Rent
2024-02-27,Broadband Bill 679,ACT Fibernet,962.71,Bills
2025-03-28,CMRL TOPUP 10113,Chennai Metro,286.0,Transport
2024-04-07,NETMEDS BILL,Netmeds,2541.0,Health
2023-03-31,Zomato order 1582,Swiggy,731.0,Food & Drink
2024-10-23,uber trip,Uber,190.0,Transport
2024-01-31,Licious Purchase,Licious,912.0,Groceries
2023-02-27,PAYMENT TO STARBUCKS,Starbucks,1053.0,Food & Drink
2025-09-18,BigBazaar Purchase,BigBazaar,3700.0,Groceries
2024-12-29,Gas Cylinder 966,Indane,1095.44,Bills
2024-04-21,BSNL Bill,BSNL,799.0,Utilities
2023-04-15,Myntra,Myntra,3500.0,Shopping
2025-08-22,Spotify,Spotify,119.0,Subscriptions
2024-10-28,Zomato,Zomato,530.0,Food & Drink
2024-02-17,Fuel IOCL,Indian Oil,2900.0,Transport
2024-07-24,ZARA,Zara,5200.0,Shopping
2025-06-06,Bowling 654,Amoeba,422.05,Entertainment
2025-06-19,Mobile Recharge,Airtel,599.0,Bills
2023-03-05,BSNL FTTH Bill,BSNL,799.0,Utilities
2024-02-04,Milk delivery,Local Mart,1270.0,Groceries
2025-10-17,swiggy order,Swiggy,480.0,Food & Drink
2025-03-08,Steam Games Transaction,Steam Games,1869.0,Entertainment
2023-04-14,Uber Trip 10135,Uber,159.0,Transport
2024-02-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2023-09-09,MedPlus TRN 10168,MedPlus,1428.0,Health
2025-03-27,Dunzo,Dunzo,870.0,Groceries
2025-10-01,IMPS - House Rent Oct,House Rent,17711.0,Rent
2025-03-16,Amazon.in Order AMZ10097,Amazon,10850.0,Shopping
2023-06-06,Amusement Park 447,Wonderla,1298.85,Entertainment
2025-03-27,Spotify,Spotify,119.0,Subscriptions
2023-10-12,ZARA Retail,Zara,4990.0,Shopping
2024-03-30,PVR Cinemas,PVR Cinemas,700.0,Entertainment
2024-04-14,Monthly Rent 101,NoBroker,19233.96,Rent
2023-11-10,Dominos Pizza,Dominos,780.0,Food & Drink
2023-02-06,House Rent Mar,House Rent,18445.83,Rent
2025-02-19,Milk delivery,Local Mart,1250.0,Groceries
2023-01-31,Starbucks Bill,Starbucks,792.0,Food & Drink
2025-10-21,MedPlus Bill,MedPlus,270.0,Health
2024-02-27,Lab Test 446,Thyrocare,1123.53,Health
2023-07-06,Myntra Order FK10241,Myntra,10705.0,Shopping
2024-01-13,Swiggy order 1582,Swiggy,731.0,Food & Drink
2024-10-08,IMPS - Rent Oct,House Rent,22000.0,Rent
2025-03-08,Dunzo,Dunzo,890.0,Groceries
2025-01-02,amazon.in,Amazon,1399.0,Shopping
2025-12-24,Flipkart Order 7083,Flipkart,4334.0,Shopping
2025-01-19,Fuel at IOCL,Indian Oil,2000.0,Transport
2025-07-05,Netflix,Netflix,199.0,Subscriptions
2025-12-13,Lab Test 466,Thyrocare,1316.25,Health
2024-06-12,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-06-02,Order #10196 from Zomato,Zomato,714.0,Food & Drink
2024-12-22,Steam Purchase 10011,Steam Games,799.0,Entertainment
2024-08-13,Amusement Park 831,Wonderla,1228.68,Entertainment
2025-11-18,Bowling 132,Amoeba,365.15,Entertainment
2024-02-16,BigBazaar,BigBazaar,3100.0,Groceries
2025-03-06,H&M,H&M,2500.0,Shopping
2024-11-23,MedPlus,MedPlus,170.0,Health
2025-03-23,BigBazaar Purchase,BigBazaar,2889.0,Groceries
2025-02-25,Licious Purchase,Licious,812.0,Groceries
2023-08-17,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-04-23,Uber Ride 20250423,Uber,205.0,Transport
2023-01-24,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2025-02-08,Maintenance Charge 854,Association,1856.94,Rent
2024-04-11,AIRTEL RECHARGE 10131,Airtel,220.0,Bills
2023-09-11,Local Tea Shop,Local Tea Shop,80.0,Food & Drink
2024-09-25,Reliance Fresh,Reliance Fresh,1350.0,Groceries
2025-01-24,Pizza Hut,Pizza Hut,980.0,Food & Drink
2024-11-21,Streaming Sub 500,Netflix,215.15,Entertainment
2025-04-20,Order #10142 from Zomato,Zomato,753.0,Food & Drink
2025-11-28,BSNL Bill,BSNL,800.0,Utilities
2023-12-09,Order #10142 from Zomato,Zomato,753.0,Food & Drink
2023-03-14,Groceries from Dunzo,Dunzo,1010.0,Groceries
2023-12-17,BigBazaar Purchase,BigBazaar,3364.0,Groceries
2023-01-29,Steam Games Transaction,Steam Games,926.0,Entertainment
2025-11-11,Ola Auto 10144,Ola,121.0,Transport
2025-07-30,BigBazaar Purchase 10272,BigBazaar,2620.0,Groceries
2025-03-01,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2023-01-12,amazon.in,Amazon,1599.0,Shopping
2024-01-30,Courier Charges 528,DTDC,103.77,Miscellaneous
2024-03-30,Mobile Recharge 521,Jio,327.39,Bills
2024-07-15,Amusement Park 640,Wonderla,1185.2,Entertainment
2023-10-24,MedPlus,MedPlus,150.0,Health
2023-03-09,House Rent Jun,House Rent,21220.28,Rent
2023-09-16,Local Tea Shop,Local Tea Shop,70.0,Food & Drink
2025-07-26,Netflix,Netflix,199.0,Subscriptions
2023-08-07,Spotify,Spotify,119.0,Subscriptions
2024-08-20,House Rent Jul,House Rent,18041.86,Rent
2025-10-31,PG Rent Oct,Stanza Living,8307.86,Rent
2023-11-02,JIO RECHARGE 10029,Jio,752.0,Bills
2025-09-22,Local Tea Shop,Local Tea Shop,50.0,Food & Drink
2024-08-25,BookMyShow,BookMyShow,850.0,Entertainment
2024-12-22,Charity Donation 517,Charity,990.07,Miscellaneous
2025-06-17,Monthly Rent 301,NoBroker,19996.42,Rent
2023-10-12,Amazon Prime,Amazon Prime,299.0,Subscriptions
2025-08-03,Rent Payment 337,Owner,21399.5,Rent
2024-12-29,Postpaid Bill 693,Airtel,466.69,Bills
2023-09-04,Rent Payment 858,Owner,21453.28,Rent
2025-08-11,IMPS - House Rent Aug,House Rent,22000.0,Rent
2023-01-27,Jio Fiber FTTH 10041,Jio Fiber,631.0,Utilities
2024-10-02,Uber,Uber,210.0,Transport
2025-03-07,PVR Cinemas Transaction,PVR Cinemas,611.0,Entertainment
2023-03-12,Uber Ride 7173,Uber,207.0,Transport
2024-07-22,Water Tax,CMWSSB,150.0,Utilities
2025-05-29,Flipkart Order FK10191,Flipkart,3891.0,Shopping
2024-04-05,Cafe Coffee Day,Cafe Coffee Day,340.0,Food & Drink
2023-10-06,Fuel at IOCL,Indian Oil,2000.0,Transport
